,News,is_apple,is_amazon,is_microsoft,is_facebook,is_tesla,is_nvidia,is_cisco,is_alphabet,is_google,is_broadcom
633,"BRIEF-Jiangsu Bicon Pharma signs MOU with Cisco Systems, framework agreement with 3 securities firms",0,0,0,0,0,0,1,0,0,0
821,"UPDATE 2-Brazilian Senate to hear Google, Facebook, Twitter in pandemic probe",0,0,0,0,0,0,0,0,1,0
772,UPDATE 4-Intel to buy Altera for $16.7 bln in its biggest deal ever,0,0,0,0,0,0,0,0,0,0
828,"Tesla seeks COVID rules waiver to host 9,000 at Berlin 'Giga-Fest'",0,0,0,0,1,0,0,0,0,0
143,"Cisco profit forecast modest, CEO sees 'slow' improvement",0,0,0,0,0,0,1,0,0,0
25,Google's Verily in early stages of developing a coronavirus tool,0,0,0,0,0,0,0,0,1,0
2033,UPDATE 3-Microsoft posts record loss as it writes down Nokia,0,0,1,0,0,0,0,0,0,0
2801,Tesla's Musk says U.S. factory closed for two days due to parts shortages,0,0,0,0,1,0,0,0,0,0
2149,Judge in Texas' lawsuit against Google refuses to move case to California,0,0,0,0,0,0,0,0,1,0
492,Investors push for changes in Tesla board,0,0,0,0,1,0,0,0,0,0
1341,Amazon to open checkout-free store in New York,0,1,0,0,0,0,0,0,0,0
2874,"Microsoft to remove RT apps, ban Russian state-owned media ads",0,0,0,0,0,0,0,1,0,0
306,UPDATE 1-Microsoft gets upper hand in first Google patent trial,0,0,1,0,0,0,0,0,0,0
1511,Microsoft to reveal next-generation Xbox on May 21,0,0,1,0,0,0,0,0,0,0
2355,Amazon allowed by law to undercut Australian businesses,0,1,0,0,0,0,0,0,0,0
2593,"Google, Rockstar agree to settle patent litigation",0,0,0,0,0,0,1,0,0,0
1078,U.S. antitrust senators query Google over testimony meddling concerns,0,0,0,0,0,0,0,0,1,0
1982,"U.S. asks Australia to scrap proposed laws to make Facebook, Google pay for news",0,0,0,0,0,0,0,0,1,0
1633,Apple expert shines light on Samsung sales in U.S.,1,0,0,0,0,0,0,0,0,0
1768,UPDATE 1-Cisco rival Arista Networks files for IPO,0,0,0,0,0,0,1,0,0,0
376,Nvidia current-quarter forecast beats expectations,0,0,0,0,0,1,0,0,0,0
446,Google U.S. lobbying jumps 27% as lawmakers aim to rein in Big Tech,0,0,0,0,0,0,0,1,0,0
737,Wall St. edges up; Alphabet and Amazon rise after the bell,0,0,0,0,0,0,0,1,0,0
2116,Activists urge Google to break up before regulators force it to,0,0,0,0,0,0,0,1,0,0
1047,Amazon to start restaurant deliveries in London,0,1,0,0,0,0,0,0,0,0
572,Microsoft releases Internet Explorer 10 browser for more users,0,0,1,0,0,0,0,0,0,0
2026,UPDATE 2-Apple's electric car could debut as soon as 2025 ,1,0,0,0,0,0,0,0,0,0
808,Tesla shares skid again as investors brace for possible Musk stock sale,0,0,0,0,1,0,0,0,0,0
489,Microsoft considers Qualcomm exec as CEO candidate,0,0,1,0,0,0,0,0,0,0
2656,Apple inches closer to $3 trillion market value,0,0,0,0,0,0,0,1,0,0
982,"Wall St posts 4th straight gain, Meta earnings rattle social media after hours",0,0,0,0,0,0,0,1,0,0
2407,"Google defends Android phone maker deals, denies carrot and stick tactics",0,0,0,0,0,0,0,0,1,0
1013,Cisco enters data storage market with purchase of Whiptail,0,0,0,0,0,0,1,0,0,0
367,UPDATE 5-Tesla Q2 deliveries meet analysts' estimates as chip shortage weighs,0,0,0,0,1,0,0,0,0,0
2295,"US STOCKS-Nasdaq set for higher open after Apple results, inflation data",1,0,0,0,0,0,0,0,0,0
2197,"Early days, but Apple Pay struggles outside U.S.",1,0,0,0,0,0,0,0,0,0
144,"Tesla's Musk sold 934,091 shares to satisfy tax withholding obligations",0,0,0,0,1,0,0,0,0,0
1161,UPDATE 2-Bill targeting Apple and Google approved by U.S. Senate panel,0,0,0,0,0,0,0,0,1,0
544,BRIEF-Teladoc To Work With Microsoft To Advance Delivery Of Telehealth,0,0,1,0,0,0,0,0,0,0
372,"REFILE-UPDATE 1-Microsoft unveils Windows 8, Surface tablet",0,0,1,0,0,0,0,0,0,0
315,Google hit with 150 million euro French fine for cookie breaches,0,0,0,1,0,0,0,0,0,0
2240,Cisco revenue rises 4 pct,0,0,0,0,0,0,1,0,0,0
178,Google asks judge to dismiss most of Texas antitrust lawsuit,0,0,0,1,0,0,0,0,0,0
1333,Dutch watchdog fines Apple $5.7 million again in App Store dispute,1,0,0,0,0,0,0,0,0,0
2354,Tesla's Musk sold another $1.2 billion of stock on Nov. 12,0,0,0,0,1,0,0,0,0,0
1559,"US STOCKS-Apple, Visa power Wall St higher as roller-coaster week winds down",1,0,0,0,0,0,0,0,0,0
2415,Palo Alto Networks gets lowest score in firewall test,0,0,0,0,0,0,1,0,0,0
1636,United States vs Google vindicates old antitrust gripes from Microsoft,0,0,1,0,0,0,0,0,0,0
485,Exclusive-Tesla hunts for design chief to create cars for China,0,0,0,0,1,0,0,0,0,0
270,Apple to allow businesses accept contactless payments through iPhone,1,0,0,0,0,0,0,0,0,0
1051,Exclusive: Microsoft Web TV subscription plan on hold,0,0,1,0,0,0,0,0,0,0
1448,Microsoft says Windows 10 available on July 29,0,0,1,0,0,0,0,0,0,0
2522,Musk's plan for Tesla-built batteries has an acceleration challenge,0,0,0,0,1,0,0,0,0,0
1023,"Apple invests millions to back entrepreneurs of color, part of racial justice effort",1,0,0,0,0,0,0,0,0,0
331,"Apple, Goldman Sachs start issuing Apple Cards to consumers",1,0,0,0,0,0,0,0,0,0
3115,"Wall St posts 4th straight gain, Meta earnings rattle social media after hours",0,0,0,0,0,0,0,1,0,0
2233,"UPDATE 3-Apple files lawsuit against NSO Group, saying U.S. citizens were targets",0,0,0,0,0,0,1,0,0,0
1881,Google launches $3 million fund to fight vaccine misinformation,0,0,0,0,0,0,0,0,1,0
105,Cisco whistleblower gets first False Claims payout over cybersecurity,0,0,0,0,0,0,1,0,0,0
1671,France's Casino expands partnership with Amazon,0,1,0,0,0,0,0,0,0,0
1283,"US STOCKS-Futures slip after Apple, Amazon results reignite supply, labor woes",1,0,0,0,0,0,0,0,0,0
2776,Spanish authorities raid Google offices over tax,0,0,0,0,0,0,0,0,1,0
1329,Microsoft doubles down on cloud healthcare business with $16 billion Nuance buy,0,0,1,0,0,0,0,0,0,0
2749,UPDATE 5-Cisco warns of revenue slide as hardware spending sputters,0,0,0,0,0,0,1,0,0,0
3319,"US STOCKS-Alphabet lifts Nasdaq to record high; oil, metal prices boost",0,0,0,0,0,0,0,1,0,0
2784,Google dangles paid upgrade to businesses using Gmail addresses,0,0,0,0,0,0,0,1,0,0
409,Amazon's first cashierless store arrives in Britain in sign of global expansion,0,1,0,0,0,0,0,0,0,0
1050,"Microsoft profit dips on charges, while sales jump",0,0,1,0,0,0,0,0,0,0
1174,Google restores services after multiple users face outage,0,0,0,0,0,0,0,1,0,0
388,Apple Music hits 38 million paid subscribers,1,0,0,0,0,0,0,0,0,0
2584,Google disputes FCC claims of obstruction,0,0,0,0,0,0,0,0,1,0
2573,Musk asks Twitter followers whether he should sell 10% of Tesla stock,0,0,0,0,1,0,0,0,0,0
430,UPDATE 2-Microsoft infringes Motorola Mobility patents,0,0,1,0,0,0,0,0,0,0
2169,Amazon documents reveal company's secret strategy to dodge India's regulators,0,1,0,0,0,0,0,0,0,0
398,Nvidia's closing of $40 billion Arm deal could hinge on Europe,0,0,0,0,0,1,0,0,0,0
53,Tesla to temporarily suspend production at Fremont factory,0,0,0,0,1,0,0,0,0,0
927,Tesla developing platform to allow car owners in China data access,0,0,0,0,1,0,0,0,0,0
593,Alphabet passes Apple to become most valuable traded U.S. company,0,0,0,0,0,0,0,1,0,0
3025,Apple hires Dixons chief to drive global retail,1,0,0,0,0,0,0,0,0,0
2199,New Xbox more than a game console for Microsoft,0,0,1,0,0,0,0,0,0,0
1205,"With help from Tesla, nearly 80% of Norway's new car sales are electric",0,0,0,0,1,0,0,0,0,0
2113,Cisco Systems does not win $724 mln U.S. defense contract,0,0,0,0,0,0,1,0,0,0
1442,Google launches a YouTube built for gamers,0,0,0,0,0,0,0,0,1,0
1579,UPDATE 2-Microsoft suspends sales in Russia as Western sanctions tighten,0,0,0,1,0,0,0,0,0,0
530,"Google, Apple executives to testify in app store hearing on Wednesday",1,0,0,0,0,0,0,0,0,0
2672,"Microsoft to remove RT apps, ban Russian state-owned media ads",0,0,1,0,0,0,0,0,0,0
1797,"Google cannot escape location privacy lawsuit in Arizona, judge rules",0,0,0,0,0,0,0,1,0,0
1563,"Tesla recalls over 475,000 electric vehicles",0,0,0,0,1,0,0,0,0,0
2641,UPDATE 1-California DMV reviewing approach to regulating Tesla's public self-driving test,0,0,0,0,1,0,0,0,0,0
2637,Google takes on Amazon by cutting cloud service prices,0,0,0,0,0,0,0,0,1,0
149,U.S. defended Amazon after article showed company bypassed Indian law,0,1,0,0,0,0,0,0,0,0
525,Apple extends concession on store fees for some apps,1,0,0,0,0,0,0,0,0,0
1691,Amazon launches shopping website in Sweden,0,1,0,0,0,0,0,0,0,0
712,"Microsoft's core goes soft, as it focuses on cloud transition",0,0,1,0,0,0,0,0,0,0
761,EU to investigate Nvidia's $54 billion ARM bid after remedies fall short,0,0,0,0,0,1,0,0,0,0
1951,House lawmakers seek Google answers on privacy policy,0,0,0,0,0,0,0,0,1,0
2310,Ericsson in talks to buy Microsoft's TV software unit,0,0,1,0,0,0,0,0,0,0
1144,Google infringed Oracle Java copyrights,0,0,0,0,0,0,0,0,1,0
3353,Alphabet to reopen Google News in Spain 'soon' after govt changed regulation,0,0,0,0,0,0,0,1,0,0
1256,Google-parent Alphabet to donate $800 million in response to coronavirus crisis,0,0,0,0,0,0,0,1,0,0
1372,"Cisco plans to add 1,700 jobs in Canadian expansion",0,0,0,0,0,0,1,0,0,0
748,Amazon must face biometric privacy lawsuit over COVID-19 health checks,0,1,0,0,0,0,0,0,0,0
1236,"U.S. lawmakers introduce bill to rein in Apple, Google app stores",0,0,0,0,0,0,0,0,1,0
776,BRIEF-Cisco Systems acquires Heroik Labs Inc,0,0,0,0,0,0,1,0,0,0
615,Cisco wins U.S. patent dispute over wifi technology,0,0,0,0,0,0,1,0,0,0
1896,Microsoft unveils Windows 8 for public test,0,0,1,0,0,0,0,0,0,0
126,Two killed in Tesla car crash in Florida ,0,0,0,0,1,0,0,0,0,0
16,White House says hackers exploiting Microsoft flaw are an active threat,0,0,1,0,0,0,0,0,0,0
1258,Cisco wins chance to trim $16 mln patent payout to Australian research agency,0,0,0,0,0,0,1,0,0,0
683,Amazon issues rare apology in India after complaints that series hurt Hindu beliefs,0,1,0,0,0,0,0,0,0,0
822,Ballmer tightens grip on Microsoft with major revamp,0,0,1,0,0,0,0,0,0,0
2298,Cisco buying Israel's Leaba Semiconductor for $320 million,0,0,0,0,0,0,1,0,0,0
29,UPDATE 2-Google appeals France's 'disproportionate' $591 million fine in copyright row,0,0,0,0,0,0,0,1,0,0
2616,Amazon urges end to New York lawsuit over COVID-19 standards at warehouses,0,1,0,0,0,0,0,0,0,0
2161,"Alphabet surpasses Apple, now biggest traded US company",0,0,0,0,0,0,0,1,0,0
1686,"EU bodies' use of Amazon, Microsoft cloud services faces privacy probes",0,1,0,0,0,0,0,0,0,0
2245,Microsoft says Samsung owes $6.9 million in unpaid interest,0,0,1,0,0,0,0,0,0,0
807,Regulators begin probe into Google-Ascension cloud computing deal ,0,0,0,0,0,0,0,1,0,0
672,UPDATE 1-Apple launches game subscription service 'Apple Arcade',1,0,0,0,0,0,0,0,0,0
993,Microsoft could lose big if it curbs sales in Russia,0,0,1,0,0,0,0,0,0,0
497,"Nvidia's rally turbo charged by 'metaverse', valuation breaches $800 bln",0,0,0,0,0,1,0,0,0,0
868,Google delays return to office to Jan. 2022,0,0,0,0,0,0,0,0,1,0
3001,Microsoft deal to deliver $390 million payday for Activision's embattled CEO,0,0,1,0,0,0,0,0,0,0
574,Google suing India antitrust watchdog for investigation report leak,0,0,0,0,0,0,0,0,1,0
1027,Google launches subscription service for select apps and games,0,0,0,0,0,0,0,0,1,0
375,Nvidia settles feud with Samsung over graphics patents,0,0,0,0,0,1,0,0,0,0
1871,"UPDATE 1-U.S. House Republicans query Apple, Alphabet on privacy, data practices",0,0,0,0,0,0,0,1,0,0
125,Alphabet unit nears deal for Toronto waterfront development,0,0,0,0,0,0,0,1,0,0
1584,"Apple's China sales surge, bright spot in quarter hurt by supply issues",1,0,0,0,0,0,0,0,0,0
1235,"Alphabet unit to make drone deliveries for Walgreens, FedEx in the U.S.",0,0,0,0,0,0,0,1,0,0
844,UPDATE 1-Apple to build battery-based solar energy storage project in California,1,0,0,0,0,0,0,0,0,0
1543,UPDATE 1-Adtech firm Aleph reveals 85% jump in revenue in IPO filing,0,0,0,1,0,0,0,0,0,0
2010,Tesla posts 11th straight quarterly loss,0,0,0,0,1,0,0,0,0,0
2561,Samsung wins appeal in patent dispute with Apple,1,0,0,0,0,0,0,0,0,0
2332,"US STOCKS-Wall St falls as Apple drags, sharp rate cut hopes fade",0,0,0,0,0,0,0,0,0,0
2939,Microsoft to warn email users of suspected hacking by governments,0,0,1,0,0,0,0,0,0,0
1352,Rising African tide floats global brewers' boats,0,0,0,1,0,0,0,0,0,0
94,Microsoft appoints activist investor Mason Morfit to board,0,0,1,0,0,0,0,0,0,0
2844,"Total, Microsoft to cooperate on net zero emissions",0,0,1,0,0,0,0,0,0,0
299,"US STOCKS-Wall Street ends higher; Nvidia surge offsets Nordstrom, Gap slide",0,0,0,0,0,1,0,0,0,0
1331,Facebook ad revenue seen feeling brunt of Apple privacy changes,0,0,0,0,0,0,0,1,0,0
1406,"Cybertrucks, new factories in focus as Tesla set to report record earnings",0,0,0,0,1,0,0,0,0,0
1360,Apple strikes App Store deal with small developers as it waits for 'Fortnite' ruling,1,0,0,0,0,0,0,0,0,0
2321,Tesla was traveling at high speed before fatal Florida crash ,0,0,0,0,1,0,0,0,0,0
1832,U.S. House panel to hold hearing on autonomous vehicles,0,0,0,0,0,0,0,1,0,0
2117,U.S. senators question Apple and Google on app store dominance,0,0,0,0,0,0,0,0,1,0
197,Apple to buy digital magazine service Texture,1,0,0,0,0,0,0,0,0,0
1127,Google names exec to oversee responsible AI research after staff unrest,0,0,0,0,0,0,0,1,0,0
228,"UPDATE 4-Google's voice assistant in new EU antitrust investigation, MLex reports",0,0,0,0,0,0,0,0,1,0
2269,Qualcomm sues four Apple contract manufacturers,1,0,0,0,0,0,0,0,0,0
2865,"Microsoft beats Street profit view, shares up",0,0,1,0,0,0,0,0,0,0
1016,The fight by Microsoft and Amazon for the Pentagon's cloud contract,0,0,1,0,0,0,0,0,0,0
769,Google to invest $690 mln in Danish data centre,0,0,0,0,0,0,0,1,0,0
2445,Google to power Dutch data center with solar energy,0,0,0,0,0,0,0,0,1,0
1975,"Microsoft, Getty Images settle dispute over online photo tool",0,0,1,0,0,0,0,0,0,0
394,Microsoft seeks EU approval for $7.5 bln Nokia deal,0,0,1,0,0,0,0,0,0,0
1084,Panasonic reaches agreement on Tesla battery factory,0,0,0,0,1,0,0,0,0,0
2084,"UPDATE 3-Apple gets boost in French privacy fight, but still faces probe",1,0,0,0,0,0,0,0,0,0
1255,"Microsoft, Motorola set for second round of trial over patents",0,0,1,0,0,0,0,0,0,0
2380,Apple supplier Quanta says no business impact from ransomware attack,1,0,0,0,0,0,0,0,0,0
2399,"Apple tells workers they have right to discuss wages, working conditions",1,0,0,0,0,0,0,0,0,0
2477,Social media users could disable algorithms in new U.S. proposal,0,0,0,1,0,0,0,0,0,0
675,"In Apple vs Epic Games, battle of the experts gets personal",1,0,0,0,0,0,0,0,0,0
1556,"Microsoft to give away Windows 10, unveils hologram glasses",0,0,1,0,0,0,0,0,0,0
1761,Google's adtech business set to face formal EU probe by year-end,0,0,0,0,0,0,0,1,0,0
2273,"Amazon's head of digital music, video to depart",0,1,0,0,0,0,0,0,0,0
351,Microsoft probed over foreign bribery,0,0,1,0,0,0,0,0,0,0
2297,UPDATE 1-Amazon in talks to acquire rights of NFL's 'Sunday Ticket' package,0,1,0,0,0,0,0,0,0,0
1051,Cisco says most network gear needed for 5G is ready now and can cut costs,0,0,0,0,0,0,1,0,0,0
302,Google to unveil tablet at conference-report,0,0,0,0,0,0,0,0,1,0
444,"Apple CEO calls for stricter corporate, government climate goals at U.N. summit",1,0,0,0,0,0,0,0,0,0
1041,BRIEF-Cisco Systems down in premarket,0,0,0,0,0,0,1,0,0,0
1822,Google-parent Alphabet beats revenue expectations,0,0,0,0,0,0,0,0,1,0
1285, Google leans on developers to use payment service,0,0,0,0,0,0,0,0,1,0
2541,Germany sends Tesla drivers Autopilot warning letter,0,0,0,0,1,0,0,0,0,0
2937,Alphabet's mobile ad revenue surges; shares jump,0,0,0,0,0,0,0,1,0,0
2692,"Shifting central banks, glum Facebook status update reboot selloff",0,0,0,1,0,0,0,0,0,0
2817,"Tesla, NTSB clash over Autopilot investigation",0,0,0,0,1,0,0,0,0,0
1760,Google's Gmail blocked in China,0,0,0,0,0,0,0,0,1,0
2136,UPDATE 3-Microsoft victory in overseas email seizure case is upheld,0,0,1,0,0,0,0,0,0,0
1546,Google to introduce measures to curb online financial scams in UK,0,0,0,0,0,0,0,1,0,0
2145,Cisco AppDynamics deal seeks to boost ratio of software revenue,0,0,0,0,0,0,1,0,0,0
1264,"Chipmaker Nvidia hires CFO, ends two-year search",0,0,0,0,0,0,1,0,0,0
542,"EU regulators extend Google, Fitbit deal probe to December 23",0,0,0,0,0,0,0,1,0,0
1018,UPDATE 2-Google hit with 150 mln euro French fine for cookie breaches,0,0,0,0,0,0,0,0,1,0
225,"New Alphabet chief started at Google, made name with Android",0,0,0,0,0,0,0,1,0,0
277,BRIEF-Microsoft and Halliburton enter strategic alliance,0,0,1,0,0,0,0,0,0,0
388,Federal services provider CSRA partners with Google Cloud,0,0,0,0,0,0,1,0,0,0
2685,EU regulator monitors Apple iPad and iPhone distribution,1,0,0,0,0,0,0,0,0,0
617,Tesla in 'Autopilot' mode crashes into parked police vehicle,0,0,0,0,1,0,0,0,0,0
1637,German antitrust watchdog investigates Google over data use,0,0,0,0,0,0,0,1,0,0
3124, Cisco rival Arista Networks picks banks for IPO ,0,0,0,0,0,0,1,0,0,0
2070,"UPDATE 2-Australia's political opposition to support Facebook, Google legislation",0,0,0,0,0,0,0,0,1,0
378,Microsoft CEO signals new course with Office for iPad,0,0,1,0,0,0,0,0,0,0
2071,Amazon hit with record EU data privacy fine,0,1,0,0,0,0,0,0,0,0
3169,Telecoms testing services firm Spirent sees higher demand in 2015,0,0,0,0,0,0,1,0,0,0
2932,"Microsoft releases 'refined' Windows, revs up developers",0,0,1,0,0,0,0,0,0,0
2143,UPDATE 1-White House task force met to discuss Microsoft software weaknesses,0,0,1,0,0,0,0,0,0,0
2601,"California issues permits to Cruise, Waymo for autonomous vehicle service",0,0,0,0,0,0,0,1,0,0
1455,UPDATE 4-Epic Games steps up Apple fight with EU antitrust complaint,1,0,0,0,0,0,0,0,0,0
2092,"Alphabet to make Loon, Wing projects independent companies",0,0,0,0,0,0,0,1,0,0
1645,Google withdraws U.S. patent complaint against Apple,1,0,0,0,0,0,0,0,0,0
3192,Alphabet spins out geothermal startup Dandelion,0,0,0,0,0,0,0,1,0,0
2883,UPDATE 3-Apple puts supplier Foxconn's India plant on notice after protests,1,0,0,0,0,0,0,0,0,0
2112,"Tesla sold 54,391 China-made vehicles in October",0,0,0,0,1,0,0,0,0,0
2728,"Up to 60,000 computer systems exposed in Germany to Microsoft flaw",0,0,1,0,0,0,0,0,0,0
1945,U.S. approves Microsoft purchase of Nokia's mobile business,0,0,1,0,0,0,0,0,0,0
2527,UPDATE 2-Cisco forecast disappoints as global worries weigh on client spending,0,0,0,0,0,0,1,0,0,0
1192,Microsoft introduces HoloLens to businesses through Dynamics 365 apps,0,0,1,0,0,0,0,0,0,0
134,Amazon to start offering insurance to UK businesses,0,1,0,0,0,0,0,0,0,0
2092,Apple expert shines light on Samsung sales in U.S.,1,0,0,0,0,0,0,0,0,0
3113,Former Cisco employee pleads guilty in San Jose to disrupting network,0,0,0,0,0,0,1,0,0,0
2852,Microsoft succession speculation focuses on internal candidates,0,0,1,0,0,0,0,0,0,0
2663,FTC probing allegations of Amazon's deceptive discounting,0,1,0,0,0,0,0,0,0,0
509,Google renames business software package Workspace,0,0,0,0,0,0,0,0,1,0
2914,Microsoft agrees to change Xbox auto-renewal practices in Britain,0,0,1,0,0,0,0,0,0,0
1915,Google pledges to work with UK regulator in plan to remove browser cookies,0,0,0,0,0,0,0,0,1,0
1965,"Apple working on iPad Pro with wireless charging, new iPad Mini",1,0,0,0,0,0,0,0,0,0
2066,Access to Google services within China returns,0,0,0,0,0,0,0,0,1,0
1106,"UPDATE 1-U.S. recommends approving Google, Meta undersea data cable to Asia",0,0,0,0,0,0,0,0,1,0
2267,"Trump assails Facebook, Twitter, Google actions as 'total disgrace'",0,0,0,0,0,0,0,0,1,0
850,BRIEF-Accenture and Avanade strengthen Microsoft alliance,0,0,1,0,0,0,0,0,0,0
1922,Apple's Tim Cook raises concern over LGBTQ laws in the U.S.,0,0,0,1,0,0,0,0,0,0
940,Fire breaks out in Tesla Megapack unit in Australia during testing,0,0,0,0,1,0,0,0,0,0
2600,"Google trial judge suggests potential trial date, and it is in 2023",0,0,0,0,0,0,0,0,1,0
2965,BMO investment arm sold Microsoft over U.S. Army headset deal,0,0,1,0,0,0,0,0,0,0
658,"Meta delays office reopening, mandates booster shots for returning workers",0,0,0,1,0,0,0,0,0,0
614,Apple says will appeal against EU tax decision,1,0,0,0,0,0,0,0,0,0
1990,Microsoft’s Activision deal has on virtual goggles,0,0,1,0,0,0,0,0,0,0
2579,"Qualcomm inks car chip deals with Volvo, Honda and Renault",0,0,0,0,0,0,0,1,0,0
2050,Tesla developing platform to allow car owners in China data access,0,0,0,0,1,0,0,0,0,0
2937,"MacBook, iPad production delayed as supply crunch hits Apple ",1,0,0,0,0,0,0,0,0,0
662,German court allows Tesla to partially clear forest for new factory,0,0,0,0,1,0,0,0,0,0
516,Google aims to begin drone package deliveries in 2017,0,0,0,0,0,0,0,1,0,0
2843,Google buys time for bold bets with new Alphabet structure,0,0,0,0,0,0,0,1,0,0
739,UPDATE 3-Ford poaches Apple's car project chief Doug Field,1,0,0,0,0,0,0,0,0,0
2502,UPDATE 3-Microsoft sales and profit beat estimates on cloud growth,0,0,1,0,0,0,0,0,0,0
747,UPDATE 2-Microsoft targeted in apparent Chinese antitrust probe,0,0,1,0,0,0,0,0,0,0
3034,"UPDATE 5-Google propels record Alphabet revenue, driving shares up 8%",0,0,0,0,0,0,0,1,0,0
596,Apple partners with UnionPay to launch payment service in China,1,0,0,0,0,0,0,0,0,0
2644,Spotlight on Zynga's ad business as Apple's privacy update stings,0,0,0,1,0,0,0,0,0,0
1796,US STOCKS-Wall St set to open higher as Apple leads; Fed meeting awaited,1,0,0,0,0,0,0,0,0,0
837,RPT-New Xbox more than a game console for Microsoft,0,0,1,0,0,0,0,0,0,0
110,"UPDATE 1-Russia files court cases for fines on annual turnover of Google, Meta",0,0,0,0,0,0,0,0,1,0
1649,Microsoft urges customers to install security tool,0,0,1,0,0,0,0,0,0,0
1567,"Former Tesla employee to pay $400,000 to end lawsuit over tips to reporters",0,0,0,0,1,0,0,0,0,0
1773,Microsoft says has fixed Internet Explorer flaw,0,0,1,0,0,0,0,0,0,0
701,BRIEF-Broadcom Ltd Files Proxy Statement With U.S. SEC Related To Redomiciling Plans,0,0,0,0,0,0,0,0,0,0
1960,Tesla shifts to Intel from Nvidia for infotainment,0,0,0,0,1,0,0,0,0,0
2352,UPDATE 2-Google says employees flouting vaccination rules will eventually be fired ,0,0,0,0,0,0,0,1,0,0
871,"UPDATE 1-Nvidia, Volvo Cars accelerate auto industry's data-processing power race",0,0,0,0,0,1,0,0,0,0
959,Russia fines Google 3 million rbls for violating personal data law,0,0,0,0,0,0,0,1,0,0
2671,"UPDATE 2-French watchdog fines Google, Amazon for breaching cookies rules",0,0,0,0,0,0,0,0,1,0
2397,U.S. FTC recommended lawsuit against Amazon over privacy breaches at Ring,0,1,0,0,0,0,0,0,0,0
834,Tesla's difficult path to profit in six charts,0,0,0,0,1,0,0,0,0,0
883,Google names exec to oversee responsible AI research after staff unrest,0,0,0,0,0,0,0,0,1,0
2360,Cisco joins cloud computing race with $1 bln plan,0,0,0,0,0,0,1,0,0,0
1711,"Google violated U.S. labor laws in clampdown on worker organizing, regulator says",0,0,0,0,0,0,0,1,0,0
1954,Tesla's top lawyer leaves two months into the job,0,0,0,0,1,0,0,0,0,0
2186,BRIEF-Meta Financial Group Reports Q1 EPS $0.48,0,0,0,1,0,0,0,0,0,0
1447,India's antitrust watchdog orders probe into Google in smart TVs suit,0,0,0,0,0,0,0,1,0,0
1451,Broadcom's $2 billion warning rattles global chip sector,0,0,0,0,0,0,0,0,0,0
464,"U.S. lawmakers introduce bill to rein in Apple, Google app stores",0,0,0,0,0,0,0,0,1,0
1980,"Google, Facebook set to squash initial iOS fears, show big revenue jump",0,0,0,0,0,0,0,0,1,0
522,"Microsoft, Google, Cisco, Dell join legal battle against hacking company NSO",0,0,0,0,0,0,1,0,0,0
2041,"Apple, FBI return to Congress to spar over encryption",1,0,0,0,0,0,0,0,0,0
2961,"Hyundai Motor, Cisco to team up on Internet-connected car technology",0,0,0,0,0,0,1,0,0,0
1864,Amazon Web Services says will open data centers in Israel,0,1,0,0,0,0,0,0,0,0
1830,Shanghai government says Tesla to open plant in the city,0,0,0,0,1,0,0,0,0,0
2763,"Apple says EU anti-trust case is ""opposite of fair competition""",1,0,0,0,0,0,0,0,0,0
2775,India antitrust body accepts Google's confidentiality request ,0,0,0,0,0,0,0,0,1,0
1991,"Amazon, Gap rejected job applicants with criminal records",0,1,0,0,0,0,0,0,0,0
352,"Russian court bans Facebook, Instagram after Meta found 'extremist'",0,0,0,1,0,0,0,0,0,0
1246,Microsoft complains to China over piracy at state firms ,0,0,1,0,0,0,0,0,0,0
605,UPDATE 3-UK competition watchdog to probe Nvidia's Arm takeover,0,0,0,0,0,1,0,0,0,0
1778,India's Future discloses new documents to bolster case against Amazon deal,0,1,0,0,0,0,0,0,0,0
2627,Seoul shares seen up on Wall Street rally after upbeat US data,0,0,0,0,0,0,0,0,0,0
3121,Alphabet commits to data privacy in Toronto smart city master plan,0,0,0,0,0,0,0,1,0,0
589,UPDATE 3-STMicro's shares bounce back on upbeat Apple-related CEO comments,1,0,0,0,0,0,0,0,0,0
1149,German antitrust watchdog investigates Google over data use,0,0,0,0,0,0,0,1,0,0
3124,Google in talks to buy cybersecurity firm Mandiant,0,0,0,0,0,0,0,1,0,0
63,UPDATE 6-Tesla's long-delayed German gigafactory gets conditional green light,0,0,0,0,1,0,0,0,0,0
921,"Tesla partners with LG Chem, CATL for battery supply",0,0,0,0,1,0,0,0,0,0
1213,Microsoft rushes out software fix to prevent browser attacks,0,0,1,0,0,0,0,0,0,0
717,"Former Tesla employee to pay $400,000 to end lawsuit over tips to reporters",0,0,0,0,0,0,1,0,0,0
2197,UPDATE 2-Tesla sets up China site to store car data locally,0,0,0,0,1,0,0,0,0,0
1907,Microsoft to crack down on content promoting extremist acts,0,0,1,0,0,0,0,0,0,0
1447,Microsoft faces challenge cleaning up Activision Blizzard’s culture,0,0,1,0,0,0,0,0,0,0
954,Cisco nears deal to acquire BroadSoft,0,0,0,0,0,0,1,0,0,0
710,UPDATE 5-Microsoft doubles down on cloud healthcare business with $16 billion Nuance buy,0,0,1,0,0,0,0,0,0,0
951,"Microsoft president says tech must compromise, downplays metaverse 'hype'",0,0,1,0,0,0,0,0,0,0
1291,Amazon-backed Rivian in talks with ministers over UK factory ,0,1,0,0,0,0,0,0,0,0
